field_id,title,matched_phrase,replaced_title,candidate_acronym,cui,sab,tty,sty,score,rank,chosen,has_conflict,domain
130757,Source of report of E43 (unspecified severe protein-energy malnutrition),protein energy malnutrition,Source of report of E43 (unspecified severe PEM),PEM,,UMLS,META,,100,1,True,False,medical
130758,Date E44 first reported (protein-energy malnutrition of moderate and mild degree),protein energy malnutrition,Date E44 first reported (PEM of moderate and mild degree),PEM,,UMLS,META,,100,1,True,False,medical
130759,Source of report of E44 (protein-energy malnutrition of moderate and mild degree),protein energy malnutrition,Source of report of E44 (PEM of moderate and mild degree),PEM,,UMLS,META,,100,1,True,False,medical
130760,Date E45 first reported (retarded development following protein-energy malnutrition),development,Date E45 first reported (retarded OD following protein-energy malnutrition),OD,,ADAM,META,,90,1,True,False,medical
130760,Date E45 first reported (retarded development following protein-energy malnutrition),protein energy malnutrition,Date E45 first reported (retarded OD following PEM),PEM,,UMLS,META,,100,1,True,False,medical
130761,Source of report of E45 (retarded development following protein-energy malnutrition),development,Source of report of E45 (retarded OD following protein-energy malnutrition),OD,,ADAM,META,,90,1,True,False,medical
130761,Source of report of E45 (retarded development following protein-energy malnutrition),protein energy malnutrition,Source of report of E45 (retarded OD following PEM),PEM,,UMLS,META,,100,1,True,False,medical
130762,Date E46 first reported (unspecified protein-energy malnutrition),protein energy malnutrition,Date E46 first reported (unspecified PEM),PEM,,UMLS,META,,100,1,True,False,medical
130763,Source of report of E46 (unspecified protein-energy malnutrition),protein energy malnutrition,Source of report of E46 (unspecified PEM),PEM,,UMLS,META,,100,1,True,False,medical
130764,Date E50 first reported (vitamin a deficiency),vitamin a deficiency,Date E50 first reported (VAD),VAD,,UMLS,META,,100,1,True,False,medical
130765,Source of report of E50 (vitamin a deficiency),vitamin a deficiency,Source of report of E50 (VAD),VAD,,UMLS,META,,100,1,True,False,medical
130766,Date E51 first reported (thiamine deficiency),thiamine deficiency,Date E51 first reported (TD),TD,,ADAM,META,,90,1,True,False,medical
130767,Source of report of E51 (thiamine deficiency),thiamine deficiency,Source of report of E51 (TD),TD,,ADAM,META,,90,1,True,False,medical
130772,Date E54 first reported (ascorbic acid deficiency),ascorbic acid,Date E54 first reported (ASA deficiency),ASA,,UMLS,META,,100,1,True,False,medical
130772,Date E54 first reported (ascorbic acid deficiency),ascorbic acid,Date E54 first reported (ASA deficiency),AA,,UMLS,META,,100,2,False,False,medical
130772,Date E54 first reported (ascorbic acid deficiency),ascorbic acid,Date E54 first reported (ASA deficiency),ASC,,UMLS,META,,100,3,False,False,medical
130772,Date E54 first reported (ascorbic acid deficiency),ascorbic acid,Date E54 first reported (ASA deficiency),AS,,ADAM,META,,90,4,False,False,medical
130772,Date E54 first reported (ascorbic acid deficiency),ascorbic acid,Date E54 first reported (ASA deficiency),VC,,ADAM,META,,90,5,False,False,medical
130773,Source of report of E54 (ascorbic acid deficiency),ascorbic acid,Source of report of E54 (ASA deficiency),ASA,,UMLS,META,,100,1,True,False,medical
130773,Source of report of E54 (ascorbic acid deficiency),ascorbic acid,Source of report of E54 (ASA deficiency),AA,,UMLS,META,,100,2,False,False,medical
130773,Source of report of E54 (ascorbic acid deficiency),ascorbic acid,Source of report of E54 (ASA deficiency),ASC,,UMLS,META,,100,3,False,False,medical
130773,Source of report of E54 (ascorbic acid deficiency),ascorbic acid,Source of report of E54 (ASA deficiency),AS,,ADAM,META,,90,4,False,False,medical
130773,Source of report of E54 (ascorbic acid deficiency),ascorbic acid,Source of report of E54 (ASA deficiency),VC,,ADAM,META,,90,5,False,False,medical
130774,Date E55 first reported (vitamin d deficiency),vitamin d deficiency,Date E55 first reported (VDD),VDD,,UMLS,META,,100,1,True,False,medical
130775,Source of report of E55 (vitamin d deficiency),vitamin d deficiency,Source of report of E55 (VDD),VDD,,UMLS,META,,100,1,True,False,medical
130778,Date E58 first reported (dietary calcium deficiency),calcium,Date E58 first reported (dietary CA deficiency),CA,,UMLS,META,,100,1,True,False,medical
130779,Source of report of E58 (dietary calcium deficiency),calcium,Source of report of E58 (dietary CA deficiency),CA,,UMLS,META,,100,1,True,False,medical
130780,Date E59 first reported (dietary selenium deficiency),selenium,Date E59 first reported (dietary SE deficiency),SE,,UMLS,META,,100,1,True,False,medical
130781,Source of report of E59 (dietary selenium deficiency),selenium,Source of report of E59 (dietary SE deficiency),SE,,UMLS,META,,100,1,True,False,medical
130782,Date E60 first reported (dietary zinc deficiency),zinc deficiency,Date E60 first reported (dietary ZD),ZD,,UMLS,META,,100,1,True,False,medical
130783,Source of report of E60 (dietary zinc deficiency),zinc deficiency,Source of report of E60 (dietary ZD),ZD,,UMLS,META,,100,1,True,False,medical
130792,Date E66 first reported (obesity),obesity,Date E66 first reported (OB),OB,,UMLS,META,,100,1,True,False,medical
130793,Source of report of E66 (obesity),obesity,Source of report of E66 (OB),OB,,UMLS,META,,100,1,True,False,medical
130794,Date E67 first reported (other hyperalimentation),hyperalimentation,Date E67 first reported (other HA),HA,,UMLS,META,,100,1,True,False,medical
130795,Source of report of E67 (other hyperalimentation),hyperalimentation,Source of report of E67 (other HA),HA,,UMLS,META,,100,1,True,False,medical
130796,Date E68 first reported (sequelae of hyperalimentation),hyperalimentation,Date E68 first reported (sequelae of HA),HA,,UMLS,META,,100,1,True,False,medical
130797,Source of report of E68 (sequelae of hyperalimentation),hyperalimentation,Source of report of E68 (sequelae of HA),HA,,UMLS,META,,100,1,True,False,medical
130798,Date E70 first reported (disorders of aromatic amino-acid metabolism),disorders,Date E70 first reported (DD of aromatic amino-acid metabolism),DD,,ADAM,META,,90,1,True,False,medical
130798,Date E70 first reported (disorders of aromatic amino-acid metabolism),aromatic amino acid,Date E70 first reported (DD of AAA metabolism),AAA,,UMLS,META,,100,1,True,False,medical
130799,Source of report of E70 (disorders of aromatic amino-acid metabolism),disorders,Source of report of E70 (DD of aromatic amino-acid metabolism),DD,,ADAM,META,,90,1,True,False,medical
130799,Source of report of E70 (disorders of aromatic amino-acid metabolism),aromatic amino acid,Source of report of E70 (DD of AAA metabolism),AAA,,UMLS,META,,100,1,True,False,medical
130800,Date E71 first reported (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism),disorders,Date E71 first reported (DD of branched-chain amino-acid metabolism and fatty-acid metabolism),DD,,ADAM,META,,90,1,True,False,medical
130800,Date E71 first reported (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism),branched chain amino acid,Date E71 first reported (DD of BCAA metabolism and fatty-acid metabolism),BCAA,,UMLS,META,,100,1,True,False,medical
130800,Date E71 first reported (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism),fatty acid,Date E71 first reported (DD of BCAA metabolism and FA metabolism),FA,,UMLS,META,,100,1,True,False,medical
130801,Source of report of E71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism),disorders,Source of report of E71 (DD of branched-chain amino-acid metabolism and fatty-acid metabolism),DD,,ADAM,META,,90,1,True,False,medical
130801,Source of report of E71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism),branched chain amino acid,Source of report of E71 (DD of BCAA metabolism and fatty-acid metabolism),BCAA,,UMLS,META,,100,1,True,False,medical
130801,Source of report of E71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism),fatty acid,Source of report of E71 (DD of BCAA metabolism and FA metabolism),FA,,UMLS,META,,100,1,True,False,medical
130802,Date E72 first reported (other disorders of amino-acid metabolism),disorders,Date E72 first reported (other DD of amino-acid metabolism),DD,,ADAM,META,,90,1,True,False,medical
130802,Date E72 first reported (other disorders of amino-acid metabolism),amino acid,Date E72 first reported (other DD of AA metabolism),AA,,UMLS,META,,100,1,True,False,medical
130803,Source of report of E72 (other disorders of amino-acid metabolism),disorders,Source of report of E72 (other DD of amino-acid metabolism),DD,,ADAM,META,,90,1,True,False,medical
130803,Source of report of E72 (other disorders of amino-acid metabolism),amino acid,Source of report of E72 (other DD of AA metabolism),AA,,UMLS,META,,100,1,True,False,medical
130804,Date E73 first reported (lactose intolerance),lactose intolerance,Date E73 first reported (LI),LI,,UMLS,META,,100,1,True,False,medical
130805,Source of report of E73 (lactose intolerance),lactose intolerance,Source of report of E73 (LI),LI,,UMLS,META,,100,1,True,False,medical
130806,Date E74 first reported (other disorders of carbohydrate metabolism),disorders,Date E74 first reported (other DD of carbohydrate metabolism),DD,,ADAM,META,,90,1,True,False,medical
130806,Date E74 first reported (other disorders of carbohydrate metabolism),carbohydrate,Date E74 first reported (other DD of CHO metabolism),CHO,,ADAM,META,,90,1,True,False,medical
130806,Date E74 first reported (other disorders of carbohydrate metabolism),carbohydrate,Date E74 first reported (other DD of CHO metabolism),CH,,ADAM,META,,90,2,False,False,medical
130807,Source of report of E74 (other disorders of carbohydrate metabolism),disorders,Source of report of E74 (other DD of carbohydrate metabolism),DD,,ADAM,META,,90,1,True,False,medical
130807,Source of report of E74 (other disorders of carbohydrate metabolism),carbohydrate,Source of report of E74 (other DD of CHO metabolism),CHO,,ADAM,META,,90,1,True,False,medical
130807,Source of report of E74 (other disorders of carbohydrate metabolism),carbohydrate,Source of report of E74 (other DD of CHO metabolism),CH,,ADAM,META,,90,2,False,False,medical
130808,Date E75 first reported (disorders of sphingolipid metabolism and other lipid storage disorders),disorders,Date E75 first reported (DD of sphingolipid metabolism and other lipid storage DD),DD,,ADAM,META,,90,1,True,False,medical
130808,Date E75 first reported (disorders of sphingolipid metabolism and other lipid storage disorders),sphingolipid,Date E75 first reported (DD of SL metabolism and other lipid storage DD),SL,,UMLS,META,,100,1,True,False,medical
130808,Date E75 first reported (disorders of sphingolipid metabolism and other lipid storage disorders),disorders,Date E75 first reported (DD of SL metabolism and other lipid storage DD),DD,,ADAM,META,,90,1,True,False,medical
130809,Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders),disorders,Source of report of E75 (DD of sphingolipid metabolism and other lipid storage DD),DD,,ADAM,META,,90,1,True,False,medical
130809,Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders),sphingolipid,Source of report of E75 (DD of SL metabolism and other lipid storage DD),SL,,UMLS,META,,100,1,True,False,medical
130809,Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders),disorders,Source of report of E75 (DD of SL metabolism and other lipid storage DD),DD,,ADAM,META,,90,1,True,False,medical
130810,Date E76 first reported (disorders of glycosaminoglycan metabolism),disorders,Date E76 first reported (DD of glycosaminoglycan metabolism),DD,,ADAM,META,,90,1,True,False,medical
130810,Date E76 first reported (disorders of glycosaminoglycan metabolism),glycosaminoglycan,Date E76 first reported (DD of GAG metabolism),GAG,,UMLS,META,,100,1,True,False,medical
130811,Source of report of E76 (disorders of glycosaminoglycan metabolism),disorders,Source of report of E76 (DD of glycosaminoglycan metabolism),DD,,ADAM,META,,90,1,True,False,medical
130811,Source of report of E76 (disorders of glycosaminoglycan metabolism),glycosaminoglycan,Source of report of E76 (DD of GAG metabolism),GAG,,UMLS,META,,100,1,True,False,medical
130812,Date E77 first reported (disorders of glycoprotein metabolism),disorders,Date E77 first reported (DD of glycoprotein metabolism),DD,,ADAM,META,,90,1,True,False,medical
130812,Date E77 first reported (disorders of glycoprotein metabolism),glycoprotein,Date E77 first reported (DD of VP7 metabolism),VP7,,ADAM,META,,90,1,True,False,medical
130812,Date E77 first reported (disorders of glycoprotein metabolism),glycoprotein,Date E77 first reported (DD of VP7 metabolism),GP,,UMLS,META,,100,2,False,False,medical
130812,Date E77 first reported (disorders of glycoprotein metabolism),glycoprotein,Date E77 first reported (DD of VP7 metabolism),HN,,ADAM,META,,90,3,False,False,medical
130812,Date E77 first reported (disorders of glycoprotein metabolism),glycoprotein,Date E77 first reported (DD of VP7 metabolism),EGP,,ADAM,META,,90,4,False,False,medical
130812,Date E77 first reported (disorders of glycoprotein metabolism),glycoprotein,Date E77 first reported (DD of VP7 metabolism),SGP,,ADAM,META,,90,5,False,False,medical
130813,Source of report of E77 (disorders of glycoprotein metabolism),disorders,Source of report of E77 (DD of glycoprotein metabolism),DD,,ADAM,META,,90,1,True,False,medical
130813,Source of report of E77 (disorders of glycoprotein metabolism),glycoprotein,Source of report of E77 (DD of VP7 metabolism),VP7,,ADAM,META,,90,1,True,False,medical
130813,Source of report of E77 (disorders of glycoprotein metabolism),glycoprotein,Source of report of E77 (DD of VP7 metabolism),GP,,UMLS,META,,100,2,False,False,medical
130813,Source of report of E77 (disorders of glycoprotein metabolism),glycoprotein,Source of report of E77 (DD of VP7 metabolism),HN,,ADAM,META,,90,3,False,False,medical
130813,Source of report of E77 (disorders of glycoprotein metabolism),glycoprotein,Source of report of E77 (DD of VP7 metabolism),EGP,,ADAM,META,,90,4,False,False,medical
130813,Source of report of E77 (disorders of glycoprotein metabolism),glycoprotein,Source of report of E77 (DD of VP7 metabolism),SGP,,ADAM,META,,90,5,False,False,medical
130814,Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias),disorders,Date E78 first reported (DD of lipoprotein metabolism and other lipidaemias),DD,,ADAM,META,,90,1,True,False,medical
130814,Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias),lipoprotein,Date E78 first reported (DD of LPP metabolism and other lipidaemias),LPP,,UMLS,META,,100,1,True,False,medical
130814,Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias),lipoprotein,Date E78 first reported (DD of LPP metabolism and other lipidaemias),LP,,UMLS,META,,100,2,False,False,medical
130815,Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias),disorders,Source of report of E78 (DD of lipoprotein metabolism and other lipidaemias),DD,,ADAM,META,,90,1,True,False,medical
130815,Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias),lipoprotein,Source of report of E78 (DD of LPP metabolism and other lipidaemias),LPP,,UMLS,META,,100,1,True,False,medical
130815,Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias),lipoprotein,Source of report of E78 (DD of LPP metabolism and other lipidaemias),LP,,UMLS,META,,100,2,False,False,medical
130816,Date E79 first reported (disorders of purine and pyrimidine metabolism),disorders,Date E79 first reported (DD of purine and pyrimidine metabolism),DD,,ADAM,META,,90,1,True,False,medical
130817,Source of report of E79 (disorders of purine and pyrimidine metabolism),disorders,Source of report of E79 (DD of purine and pyrimidine metabolism),DD,,ADAM,META,,90,1,True,False,medical
130818,Date E80 first reported (disorders of porphyrin and bilirubin metabolism),disorders,Date E80 first reported (DD of porphyrin and bilirubin metabolism),DD,,ADAM,META,,90,1,True,False,medical
130818,Date E80 first reported (disorders of porphyrin and bilirubin metabolism),bilirubin,Date E80 first reported (DD of porphyrin and BR metabolism),BR,,ADAM,META,,90,1,True,False,medical
130819,Source of report of E80 (disorders of porphyrin and bilirubin metabolism),disorders,Source of report of E80 (DD of porphyrin and bilirubin metabolism),DD,,ADAM,META,,90,1,True,False,medical
130819,Source of report of E80 (disorders of porphyrin and bilirubin metabolism),bilirubin,Source of report of E80 (DD of porphyrin and BR metabolism),BR,,ADAM,META,,90,1,True,False,medical
130820,Date E83 first reported (disorders of mineral metabolism),disorders,Date E83 first reported (DD of mineral metabolism),DD,,ADAM,META,,90,1,True,False,medical
130821,Source of report of E83 (disorders of mineral metabolism),disorders,Source of report of E83 (DD of mineral metabolism),DD,,ADAM,META,,90,1,True,False,medical
130822,Date E84 first reported (cystic fibrosis),cystic fibrosis,Date E84 first reported (CFTR),CFTR,,ADAM,META,,90,1,True,False,medical
130822,Date E84 first reported (cystic fibrosis),cystic fibrosis,Date E84 first reported (CFTR),CF,,UMLS,META,,100,2,False,False,medical
130822,Date E84 first reported (cystic fibrosis),cystic fibrosis,Date E84 first reported (CFTR),C.F.,,ADAM,META,,90,3,False,False,medical
130823,Source of report of E84 (cystic fibrosis),cystic fibrosis,Source of report of E84 (CFTR),CFTR,,ADAM,META,,90,1,True,False,medical
130823,Source of report of E84 (cystic fibrosis),cystic fibrosis,Source of report of E84 (CFTR),CF,,UMLS,META,,100,2,False,False,medical
130823,Source of report of E84 (cystic fibrosis),cystic fibrosis,Source of report of E84 (CFTR),C.F.,,ADAM,META,,90,3,False,False,medical
130824,Date E85 first reported (amyloidosis),amyloidosis,Date E85 first reported (AL),AL,,UMLS,META,,100,1,True,False,medical
130825,Source of report of E85 (amyloidosis),amyloidosis,Source of report of E85 (AL),AL,,UMLS,META,,100,1,True,False,medical
130826,Date E86 first reported (volume depletion),depletion,Date E86 first reported (volume SD),SD,,ADAM,META,,90,1,True,False,medical
130827,Source of report of E86 (volume depletion),depletion,Source of report of E86 (volume SD),SD,,ADAM,META,,90,1,True,False,medical
130828,"Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)",disorders,"Date E87 first reported (other DD of fluid, electrolyte and acid-base balance)",DD,,ADAM,META,,90,1,True,False,medical
130828,"Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)",acid base balance,"Date E87 first reported (other DD of fluid, electrolyte and ABB)",ABB,,UMLS,META,,100,1,True,False,medical
130829,"Source of report of E87 (other disorders of fluid, electrolyte and acid-base balance)",disorders,"Source of report of E87 (other DD of fluid, electrolyte and acid-base balance)",DD,,ADAM,META,,90,1,True,False,medical
130829,"Source of report of E87 (other disorders of fluid, electrolyte and acid-base balance)",acid base balance,"Source of report of E87 (other DD of fluid, electrolyte and ABB)",ABB,,UMLS,META,,100,1,True,False,medical
130830,Date E88 first reported (other metabolic disorders),disorders,Date E88 first reported (other metabolic DD),DD,,ADAM,META,,90,1,True,False,medical
130831,Source of report of E88 (other metabolic disorders),disorders,Source of report of E88 (other metabolic DD),DD,,ADAM,META,,90,1,True,False,medical
130832,"Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)",endocrine and metabolic,"Date E89 first reported (postprocedural E&M disorders, not elsewhere classified)",E&M,,UMLS,META,,100,1,True,False,medical
130832,"Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)",disorders,"Date E89 first reported (postprocedural E&M DD, not elsewhere classified)",DD,,ADAM,META,,90,1,True,False,medical
130832,"Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)",not elsewhere classified,"Date E89 first reported (postprocedural E&M DD, NEC)",NEC,,UMLS,META,,100,1,True,False,medical
130833,"Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)",endocrine and metabolic,"Source of report of E89 (postprocedural E&M disorders, not elsewhere classified)",E&M,,UMLS,META,,100,1,True,False,medical
130833,"Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)",disorders,"Source of report of E89 (postprocedural E&M DD, not elsewhere classified)",DD,,ADAM,META,,90,1,True,False,medical
130833,"Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)",not elsewhere classified,"Source of report of E89 (postprocedural E&M DD, NEC)",NEC,,UMLS,META,,100,1,True,False,medical
130834,Date E90 first reported (nutritional and metabolic disorders in diseases classified elsewhere),disorders,Date E90 first reported (nutritional and metabolic DD in diseases classified elsewhere),DD,,ADAM,META,,90,1,True,False,medical
130834,Date E90 first reported (nutritional and metabolic disorders in diseases classified elsewhere),diseases,Date E90 first reported (nutritional and metabolic DD in MD classified elsewhere),MD,,ADAM,META,,90,1,True,False,medical
130834,Date E90 first reported (nutritional and metabolic disorders in diseases classified elsewhere),diseases,Date E90 first reported (nutritional and metabolic DD in MD classified elsewhere),CD,,ADAM,META,,90,2,False,False,medical
130834,Date E90 first reported (nutritional and metabolic disorders in diseases classified elsewhere),diseases,Date E90 first reported (nutritional and metabolic DD in MD classified elsewhere),OD,,ADAM,META,,90,3,False,False,medical
130835,Source of report of E90 (nutritional and metabolic disorders in diseases classified elsewhere),disorders,Source of report of E90 (nutritional and metabolic DD in diseases classified elsewhere),DD,,ADAM,META,,90,1,True,False,medical
130835,Source of report of E90 (nutritional and metabolic disorders in diseases classified elsewhere),diseases,Source of report of E90 (nutritional and metabolic DD in MD classified elsewhere),MD,,ADAM,META,,90,1,True,False,medical
130835,Source of report of E90 (nutritional and metabolic disorders in diseases classified elsewhere),diseases,Source of report of E90 (nutritional and metabolic DD in MD classified elsewhere),CD,,ADAM,META,,90,2,False,False,medical
130835,Source of report of E90 (nutritional and metabolic disorders in diseases classified elsewhere),diseases,Source of report of E90 (nutritional and metabolic DD in MD classified elsewhere),OD,,ADAM,META,,90,3,False,False,medical
130836,Date F00 first reported (dementia in alzheimer's disease),alzheimer's disease,Date F00 first reported (dementia in AD),AD,,UMLS,META,,100,1,True,False,medical
130836,Date F00 first reported (dementia in alzheimer's disease),alzheimer's disease,Date F00 first reported (dementia in AD),DAT,,ADAM,META,,90,2,False,False,medical
130836,Date F00 first reported (dementia in alzheimer's disease),alzheimer's disease,Date F00 first reported (dementia in AD),SDAT,,ADAM,META,,90,3,False,False,medical
130837,Source of report of F00 (dementia in alzheimer's disease),alzheimer's disease,Source of report of F00 (dementia in AD),AD,,UMLS,META,,100,1,True,False,medical
130837,Source of report of F00 (dementia in alzheimer's disease),alzheimer's disease,Source of report of F00 (dementia in AD),DAT,,ADAM,META,,90,2,False,False,medical
130837,Source of report of F00 (dementia in alzheimer's disease),alzheimer's disease,Source of report of F00 (dementia in AD),SDAT,,ADAM,META,,90,3,False,False,medical
130838,Date F01 first reported (vascular dementia),vascular dementia,Date F01 first reported (VAD),VAD,,UMLS,META,,100,1,True,False,medical
130838,Date F01 first reported (vascular dementia),vascular dementia,Date F01 first reported (VAD),VD,,UMLS,META,,100,2,False,False,medical
130839,Source of report of F01 (vascular dementia),vascular dementia,Source of report of F01 (VAD),VAD,,UMLS,META,,100,1,True,False,medical
130839,Source of report of F01 (vascular dementia),vascular dementia,Source of report of F01 (VAD),VD,,UMLS,META,,100,2,False,False,medical
130840,Date F02 first reported (dementia in other diseases classified elsewhere),diseases,Date F02 first reported (dementia in other MD classified elsewhere),MD,,ADAM,META,,90,1,True,False,medical
130840,Date F02 first reported (dementia in other diseases classified elsewhere),diseases,Date F02 first reported (dementia in other MD classified elsewhere),CD,,ADAM,META,,90,2,False,False,medical
130840,Date F02 first reported (dementia in other diseases classified elsewhere),diseases,Date F02 first reported (dementia in other MD classified elsewhere),OD,,ADAM,META,,90,3,False,False,medical
130841,Source of report of F02 (dementia in other diseases classified elsewhere),diseases,Source of report of F02 (dementia in other MD classified elsewhere),MD,,ADAM,META,,90,1,True,False,medical
130841,Source of report of F02 (dementia in other diseases classified elsewhere),diseases,Source of report of F02 (dementia in other MD classified elsewhere),CD,,ADAM,META,,90,2,False,False,medical
130841,Source of report of F02 (dementia in other diseases classified elsewhere),diseases,Source of report of F02 (dementia in other MD classified elsewhere),OD,,ADAM,META,,90,3,False,False,medical
130844,"Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",syndrome,"Date F04 first reported (organic amnesic WS, not induced by alcohol and other psychoactive substances)",WS,,ADAM,META,,90,1,True,False,medical
130844,"Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",syndrome,"Date F04 first reported (organic amnesic WS, not induced by alcohol and other psychoactive substances)",PS,,ADAM,META,,90,2,False,False,medical
130844,"Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",alcohol,"Date F04 first reported (organic amnesic WS, not induced by PA and other psychoactive substances)",PA,,ADAM,META,,90,1,True,False,medical
130844,"Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",alcohol,"Date F04 first reported (organic amnesic WS, not induced by PA and other psychoactive substances)",CA,,ADAM,META,,90,2,False,False,medical
130845,"Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",syndrome,"Source of report of F04 (organic amnesic WS, not induced by alcohol and other psychoactive substances)",WS,,ADAM,META,,90,1,True,False,medical
130845,"Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",syndrome,"Source of report of F04 (organic amnesic WS, not induced by alcohol and other psychoactive substances)",PS,,ADAM,META,,90,2,False,False,medical
130845,"Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",alcohol,"Source of report of F04 (organic amnesic WS, not induced by PA and other psychoactive substances)",PA,,ADAM,META,,90,1,True,False,medical
130845,"Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)",alcohol,"Source of report of F04 (organic amnesic WS, not induced by PA and other psychoactive substances)",CA,,ADAM,META,,90,2,False,False,medical
130846,"Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)",alcohol,"Date F05 first reported (delirium, not induced by PA and other psychoactive substances)",PA,,ADAM,META,,90,1,True,False,medical
130846,"Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)",alcohol,"Date F05 first reported (delirium, not induced by PA and other psychoactive substances)",CA,,ADAM,META,,90,2,False,False,medical
130847,"Source of report of F05 (delirium, not induced by alcohol and other psychoactive substances)",alcohol,"Source of report of F05 (delirium, not induced by PA and other psychoactive substances)",PA,,ADAM,META,,90,1,True,False,medical
130847,"Source of report of F05 (delirium, not induced by alcohol and other psychoactive substances)",alcohol,"Source of report of F05 (delirium, not induced by PA and other psychoactive substances)",CA,,ADAM,META,,90,2,False,False,medical
130848,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease),disorders,Date F06 first reported (other mental DD due to brain damage and dysfunction and to physical disease),DD,,ADAM,META,,90,1,True,False,medical
130848,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease),brain damage,Date F06 first reported (other mental DD due to BD and dysfunction and to physical disease),BD,,UMLS,META,,100,1,True,False,medical
130848,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease),disease,Date F06 first reported (other mental DD due to BD and dysfunction and to physical OD),OD,,ADAM,META,,90,1,True,False,medical
130848,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease),disease,Date F06 first reported (other mental DD due to BD and dysfunction and to physical OD),DZ,,Vanderbilt Clinic Notes,META,,80,2,False,False,medical
130848,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease),disease,Date F06 first reported (other mental DD due to BD and dysfunction and to physical OD),DS,,Wikipedia,META,,5,3,False,False,medical
130849,Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease),disorders,Source of report of F06 (other mental DD due to brain damage and dysfunction and to physical disease),DD,,ADAM,META,,90,1,True,False,medical
130849,Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease),brain damage,Source of report of F06 (other mental DD due to BD and dysfunction and to physical disease),BD,,UMLS,META,,100,1,True,False,medical
130849,Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease),disease,Source of report of F06 (other mental DD due to BD and dysfunction and to physical OD),OD,,ADAM,META,,90,1,True,False,medical
130849,Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease),disease,Source of report of F06 (other mental DD due to BD and dysfunction and to physical OD),DZ,,Vanderbilt Clinic Notes,META,,80,2,False,False,medical
130849,Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease),disease,Source of report of F06 (other mental DD due to BD and dysfunction and to physical OD),DS,,Wikipedia,META,,5,3,False,False,medical
130850,"Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)",disorders,"Date F07 first reported (personality and behavioural DD due to brain disease, damage and dysfunction)",DD,,ADAM,META,,90,1,True,False,medical
130850,"Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)",disease,"Date F07 first reported (personality and behavioural DD due to brain OD, damage and dysfunction)",OD,,ADAM,META,,90,1,True,False,medical
130850,"Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)",disease,"Date F07 first reported (personality and behavioural DD due to brain OD, damage and dysfunction)",DZ,,Vanderbilt Clinic Notes,META,,80,2,False,False,medical
130850,"Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)",disease,"Date F07 first reported (personality and behavioural DD due to brain OD, damage and dysfunction)",DS,,Wikipedia,META,,5,3,False,False,medical
